Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
45,NO,TRAVEL_RARELY,1316,RESEARCH & DEVELOPMENT,29_,3,Medical,1,192,3,M,83,3,1,RESEARCH SCIENTIST,4,Single,3452,9752,5,Y,No,13,3,2,80,0,9,2,2,6,5,0,3
38,,rare,364,RESEARCH & DEVELOPMENT,3_,5,TD,1,193,4,FEMALE,,3,2,Research Scientist,3,single,4317,2302,3,Y,1,20,4,2,80,0,19,2,3,3,2,2,2
30,0,rare,438,research & development,18,3,LS,1,194,1,F,75,3,1,RESEARCH SCIENTIST,3,Single,2632,23910,1,Y,No,14,3,3,80,0,5,4,2,5,4,0,4
32,no,frequent,689,SALES,9,2,MEDICAL,1,195,4,Male,35,1,2,sales exe,4,divorced,4668,22812,0,Y,No,17,3,4,80,3,9,2,4,8,7,0,7
30,no,rare,201,research & development,5,3,Technical Degree,1,197,4,f,84,3,1,research scientist,1,Divorced,3204,10415,5,Y,No,14,3,4,80,1,8,3,3,3,2,2,2
30,0,travel_rarely,1427,RESEARCH & DEVELOPMENT,2,1,MEDICAL,1,198,2?,m,35,2,1,laboratory technician,4,Single,2720,11162,0,Y,0,13,3,4,80,0,6,3,3,5,3,1,2
41,No,travel_frequently,857,R&D,10,,LS,1,199,4,Male,91,2,4,MANAGER,1,divorced,17181,12888,4,Y,NO,13,3,2,80,1,21,2,2,7,6,7,7
41,0,TRAVEL_RARELY,933,R&D,9,4,LIFE SCIENCES,1,200,3,Male,94,3,1,LABORATORY TECHNICIAN,1,married,2238,6961,2,Y,no,21,4,4,80,1,7,2,3,5,0,1,4
19_,no,rare,1181,RESEARCH & DEVELOPMENT,3,1,MED,1,201,2,Female,79,3,1,lab technician,2,single,1483,16102,1,Y,NO,14,3,4,80,0,1,3,3,1,0,0,0
40,no,frequent,1395,Research & Development,26,3,medical,1,202,2,Female,54,3,2,RESEARCH SCIENTIST,2,divorced,5605,8504,1,Y,No,11,3,1,80,1,20,2,3,20,7,2,13
35,,travel_rarely,662,SALES,,5,MARKETING,1,204,3,MALE,94,3,3,Sales Executive,2,Married,7295,11439,1,Y,0,13,3,1,80,2,10,3,3,10,8,0,6
53,No,travel_rarely,1436,sales,6,2?,MKT,1,205,2,Male,34,3,2,SALES REPRESENTATIVE,3,married,2306,16047,2,Y,YES,20,4,4,80,1_,13,3,1,7,7,4,5
45,no,rare,194,research & development,9,3,Life Sciences,1,206,2,m,60,3,2,Lab Technician,2,divorced,2348,10901,8,Y,0,18,3,3,80,1,20,2,1,17,9,0,15
32,NO,TRAVEL_FREQUENTLY,967,Sales,8,3,MARKETING,1,207,2,Female,,3,3,Sales Executive,4,SINGLE,8998,15589?,1,Y,NO,14,3,4,80,0,9,2,3,9,,3,7
29,No,nil,1496,RESEARCH & DEVELOPMENT,1,1,TECHNICAL DEGREE,1,208,4,MALE,41,3,,Manufacturing Director,3,MARRIED,4319,26283,1,Y,0,13,3,1,80,1,10,1,3,10,7,0,9
51,0,rare,1169,r&d,,4,MED,1,211,2_,Male,34,2,2,MANUFACTURING DIRECTOR,3,MARRIED,6132,13983,2,Y,NO,17?,3,3,80,0,10,2,3,1,0,0,0
,NO,travel_rarely,1145,r&d,9,3,medical,1,214,2,FEMALE,75,2,1,research scientist,2,married,3346,11873,4,Y,yes,20,4,2,80,1_,9,3,2,1,0,0,0
40,0,rare,630,SALES,4,4,Marketing,1,215,3,MALE,67,2,3,SALES EXECUTIVE,4,married,10855,8552,7,Y,NO,,3,1,80,1,15,2,2,12,11,2,11
34?,no,Travel_Frequently,303,sales,2,4,MARKETING,1,216,3,F,75,3,1,Sales Rep,3,married,2231,11314,6,Y,NO,18,3,4,80,1,6,3,3,4,3,1,2
22,NO,TRAVEL_RARELY,1256,Research & Development,19,1,MED,1,217,3,Male,80_,3,1,RESEARCH SCIENTIST,4,Married,2323,11992,1,Y,NO,24,4,1,80,2,2,6,3,2,2,2,2
27,0,nil,691,r&d,9,3,medical,1,218,4,m,57,3,1,Research scientist,2_,DIVORCED,2024,5970,6,Y,NO,18,3,4,80,1,6,1,1,2,2,2,2
28,no,Travel_Rarely,440,R&D,21,3,medical,1,221,3,MALE,42,3,1,RESEARCH SCIENTIST,4,Married,2713,6672,1,Y,0,11,3_,3,80,1,5,2,1,5,2,0,2
,no,Travel_Rarely,334,research & development,24,2,ls,1,223,3,MALE,83,4,3,healthcare rep,4,Divorced,9439,23402,3,Y,,16,3,2,80,1,12,2,1,5_,3,1,4
27,0,Non-Travel,,research & development,3,3,MEDICAL,1,224,3,M,79,2,1,Research scientist,3,Divorced,2566,25326,1,Y,YES,15,3,4,80,1,1,2,2,1,1,,1
50,NO,,1452,Research & Development,11,3,ls,1,226,3,f,53,3,5,MANAGER,2,single,19926,17053,3,Y,No,15,3,2,80,0,21,5,3,5,4,4,4
41,0,rare,465,RESEARCH & DEVELOPMENT,14,3,ls,1,227,1,M,56,3,1,Research Scientist,3,Divorced,2451,4609,4,Y,no,12,3,1,80,1,13,2,3,9,8,1,8
30,No,TRAVEL_RARELY,1339,sale,5,3,LS,1,228,2,FEMALE,41,3_,3,sales executive,4,Married,9419,8053,2,Y,No,12,3,,80,1,12,2,3,10,9,7,4
38,NO,travel_rarely,,Sale,1?,4,life sciences,1,230,1,F,59,2,2,SALES EXECUTIVE,4,Single,8686,12930,4,Y,0,22,4,3,80,0,12,2,4,8,3,0,7
32,,Travel_Rarely,120,R&D,6,5,LIFE SCIENCES,1,231,3,M,43,3,1,Research Scientist,3,single,3038,12430,3,Y,NO,20,4,1,80,0,8,2,3_,5,4,1,4
27,no,Travel_Rarely,1157?,Research & Development,17,3,td,1,233,3,m,51,3,1,Research scientist,2,married,3058,13364,0,Y,1,16,3,4,80,1,6,3,2,5,2,1,1
19,yes,TRAVEL_FREQUENTLY,602,sale,1,1,technical degree,1,235,3,FEMALE,100,1,1,sales rep,1,single,2325,20989,0,Y,0,21,4,1,80,0,1,5,4,0,0,0,0
36,0,frequent,1480,,3,2,med,1,238,4,m,30,3,1,Laboratory Technician,2,SINGLE,2088,15062,4?,Y,No,12,3,3,80,0,13,3,2,8?,7,7,2
30,NO,nil,111,research & development,9,3,MED,1,239,3,m,66,3,2,lab technician,1,divorced,3072,11012,1,Y,NO,11,3,3,80,2,12,4,3,12,9,6,10
45,0,TRAVEL_RARELY,1268,Sale,4,2,LS,1,240,3,FEMALE,30,3,2,sales executive,1,DIVORCED,5006,6319,4,Y,YES,11,3,1,,1,9,3,4,5,4,0,3
56,NO,Travel_Rarely,713,R&D,8,3,ls,1,241,3,Female,67,3,1,Research scientist,1,DIVORCED,4257,13939,4,Y,Yes,18,3,3,80,1,19,3,3,2,2,2,2_
33,no,rare,134,R&D,2,3,LIFE SCIENCES,1,242,3,MALE,90,,1,Research Scientist,4,SINGLE,,10515,0,Y,NO,14,3,1,80,0,4,2,4,3,1,0?,2
19,Yes,TRAVEL_RARELY,303,R&D,2,3,life sciences,1,243,2,M,47,2,1,laboratory technician,4,SINGLE,1102,9241,1,Y,0,22,4,3,80,0,1,3,2,1,0,1,0
46,no,rare,526,Sales,1,2,mkt,1,244,2,F,92,3,3,Sales Executive,1,divorced,10453,2137,1,Y,No,25,4,3,80,3,24,2,3,24,13,,7
38,0,rare,1380,research & development,9,2,life sciences,1,245,3,FEMALE,75,3,1,Laboratory Technician,4,Single,2288,6319,1,Y,NO,12,3,3,80,,2,3,3,2,2,2,1
31,0,Travel_Rarely,140,research & development,12,1,MED,1,246,3,FEMALE,95,3,1,Research scientist,4,married,3929,6984,8,Y,yes,23_,4,3,80,1,7,0,3,4,2,0?,2
34,no,travel_rarely,629,RESEARCH & DEVELOPMENT,27,2,med,1,247,4,Female,,3,1,Research scientist,2,SINGLE,2311,5711,2,Y,no,15,3,4,80,0,9,3,3,3,2,1,2
41,YES,rare,1356,sale,20,2,Marketing,1,248,2,F,,3,1,Sales Representative,2,Single,3140,21728,1,Y,yes,22,4,4,80,0,4,5,2,4,3,0,2
50,0,travel_rarely,328,R&D,1,3,MEDICAL,1,249,3,MALE,86,2,1,LABORATORY TECHNICIAN,3,MARRIED,3690,3425,2,Y,0,15,3,4,80,1,5,2,2,3,2,0,2
53_,no,travel_rarely,1084,Research & Development,13,2,medical,1,250,4,f,57,4,2,manufacturing director,1,DIVORCED,4450,26250,1,Y,No,11,3,3,80,2,5,3,3,4,2,1,3
33,0,Travel_Rarely,931,RESEARCH & DEVELOPMENT,14,3,MEDICAL,1,252,4,FEMALE,72,3,1_,research scientist,2,Married,2756,4673,1,Y,NO,13,3,4,80,1,8,5,3,8,7,,6
40,No,rare,989,r&d,4,1,medical,1,253,4,F,46,3,5,Manager,3,MARRIED,19033,6499,1,Y,0,14,3,2,80,1,21,2,3,20,8,9,9
55,no,rare,692,R&D,14,4,medical,1,254,3,m,61,4,5,research director,2,SINGLE,18722,13339,8,Y,NO,,3,4,80,0,36,,3,24,15,2,15
34,NO,Travel_Frequently,1069,r&d,2,1,Life Sciences,1,256,,m,45,2,2,MANUFACTURING DIRECTOR,3,Married,9547,14074,1,Y,No,17,3,3,80,0,10,2,2,10,9,1,9
51,No,TRAVEL_RARELY,313,research & development,3,3,MED,1,258,4,Female,98,3,4,Healthcare Representative,2,Single,13734,7192,3,Y,No,18,3,3,80,0,21,6,3,7,7,1,0
52,NO,travel_rarely,699,R&D,1,4,ls,1,259,3,MALE,65,2,5,Manager,3,Married,19999,5678,0,Y,NO,14,3,1,80,1,34,5,3,33,18_,11,9
27,0,TRAVEL_RARELY,894,Research & Development,9,3,med,1,260,4,F,99,3,1,research scientist,2,SINGLE,2279,11781,1,Y,no,16,3,4,80,0,7,2,2,7,7,0,3
35,YES,Travel_Rarely,556,research & development,23,2,LIFE SCIENCES,1,261,2,m,50,2,2,Manufacture Director,3,Married,5916,15497,3,Y,Yes,13,3,1,80,0,8,1,3,1,0,0,1
43,0,nil,1344,RESEARCH & DEVELOPMENT,7,3,MEDICAL,1,262,4,m,37,4,1,RESEARCH SCIENTIST,4,divorced,2089,5228,4,Y,No,14,3,4,80,3,7,3,4,5,4,2,2
45,no,Nil,1195,R&D,2,2,MED,1,264,1?,m,65,2,,MANAGER,,Married,16792,20462,9,Y,NO,23,4,4,80,1,22,1,3,20,8,11,8
37,No,TRAVEL_RARELY,290,Research & Development,21,3,LS,1,267,2,m,65,4,1,Research Scientist,1,Married,3564,22977,1,Y,yes,12,3,1,80,1,8,3,2,8,7,1,7
35,no,Travel_Frequently,138,Research & Development,2,3,med,1,269,2,f,37,3,2,Laboratory Technician,2,single,4425,15986,5,Y,no,11,3,4,80,0,10,5,3,6,2,1,2
42,No,non-travel,926,research & development,21,2,Medical,1,270,3,F,36,3,2,manufacture director,3,DIVORCED,5265,16439,2,Y,NO,16,3,2,80,1,11,5,3,5,3,0,2
38,0,Travel_Rarely,1261,R&D,2,4,LIFE SCIENCES,1,271,4,M,88,3,2,MANUFACTURING DIRECTOR,3,MARRIED,6553,7259,9,Y,No,14,3,2,80,0,14,3,3,1,0,0,0
38,No,rare,1084,RESEARCH & DEVELOPMENT,29,3,TD,1,273,4,m,54,3,2,MANUFACTURING DIRECTOR,4,Married,6261,4185,3,Y,NO,18,3,1,80,1,9,3,1,7,7,1,7
27,no,frequent,472,RESEARCH & DEVELOPMENT,1,1,TD,1,274,3,Male,60,2,2,manufacture director,1,married,4298_,9679,5,Y,No,19,3,3,80,1,6,1,3,2,2,2,0
,no,non-travel,1002,,18,4,LIFE SCIENCES,1,275,4,MALE,92,3,2,manufacture director,4,DIVORCED,6804,23793,1,Y,Yes,15,,1,80,2,7,0,3,7,7,1,7
34,NO,frequent,878,research & development,10,4,med,1,,4,Male,43,3,1,research scientist,3,divorced,3815,5972,1,Y,yes,17,3,4,80,1,5,4,4,5,3,2,0
40,No,rare,905,R&D,19,2,med,1,281,3,MALE,99,3,2,lab technician,4,married,2741,16523,8,Y,YES,15,3,3,80,1,15,2,4,7,2,3,7
38,yes,rare,1180,Research & Development,29,1,Medical,1,282,2,M,70,3,2,HEALTHCARE REPRESENTATIVE,1,Married,6673,11354,7,Y,yes,19,3,2,80,0,17,2,3,1,0,0,0
29,Yes,,121,sales,27,3,mkt,1,283,2,Female,35,3,3,Sales Exe,4,married,7639,24525,1,Y,No,22,4,4,80,3,10,3,2?,10,4,,9
22,0,TRAVEL_RARELY,1136,RESEARCH & DEVELOPMENT,5,3,Life Sciences,1,284,4,Male,60,4,1_,Research Scientist,2,divorced,2328,12392,1,Y,Yes,16,3,1,80,1,4,2,2,4,2,2,2
36,no,travel_frequently,635,R&D,18,1,MED,1,286,2,FEMALE,73,3,1,lab technician,4,Single,2153,7703,1,Y,no,13,3,1,80,0,8,2,3,8,1,1,7
40,no,Non-Travel,1151,R&D,9,5,Life Sciences,1,287,4,MALE,63,2,2,HEALTHCARE REPRESENTATIVE,4,Married,4876,14242,9,Y,no,14,3,4,80,1,5,5,1,3,2_,0,2
46,no,rare,644,RESEARCH & DEVELOPMENT,,4,Medical,1,288,4,m,97,3,3,Healthcare Rep,1,DIVORCED,9396,12368,7,Y,no,16,3,3,80,1,17,3,3,4,2,0,3
32,Yes,TRAVEL_RARELY,1045,sales,4,4,MED,1,291,4,MALE,32,1,3,sales exe,4,MARRIED,10400,25812,1,Y,No,11,3,3,80,0,14,2,2,14,8,9,8?
30,0,nil,829,Research & Development,1,1,Life Sciences,1,292,3,m,88,2,3,manufacture director,3,Single,8474,20925,1,Y,NO,22,4,3,80,0,12,2,3,11,8,5,8
27,no,frequent,1242,Sales,20,3,ls,1,293,4,FEMALE,90,3,2,Sales Exe,3,Single,9981,12916,1,Y,No,14,3,4,80,0,7,2,3,7,7,0,7
51,No,TRAVEL_RARELY,1469,R&D,8,4,life sciences,1,296,,m,81,2,3,Research Director,2,MARRIED,12490,15736,5,Y,0,16,3,4,80,2,16,5,1,10,9,4,7
30,yes,Travel_Rarely,1005,research & development,3,3,td,1,297,4,Female,88,3,1,RESEARCH SCIENTIST,1,Single,2657,8556,5,Y,yes,11,3,3,80,0,8,5,3,5,2,0,4
41,No,TRAVEL_RARELY,896,sale,6,3,LIFE SCIENCES,1,298,4,Female,75,3,3,MANAGER,4,single,13591,14674,3,Y,yes,18,3,3,80,0,16,3,3,1,0,0,0
30,1,Travel_Frequently,334,Sale,26,4,,1,299,3,FEMALE,52,2,2,,1,single,6696,22967,5,Y,NO,15,3,3,80,0,9,5,2,6,3,0,1
29,YES,rare,992,Research & Development,1,3,TECHNICAL DEGREE,1,300,3,Male,85,3,1,research scientist,3,single,2058,19757,0,Y,no,14,3,4,80,0,7,1,2,6,2,1,5
45,no,Non-Travel,1052,Sale,6,3,medical,1,302,4,F,57,,3,sales exe,4,SINGLE,8865,16840,6,Y,0,12,3,4,80,0,23,2,3,19,7,12,8
54,NO,Travel_Rarely,1147,Sale,3,3,MKT,1,303,4,FEMALE,52,3,2,sales executive,1,married,,17011,2,Y,0,14,3,4,80,1,16,4,3,6,2,0,5
36,No,rare,1396,RESEARCH & DEVELOPMENT,5,2,LS,1,304,4,M,62,3,2,laboratory technician,2,SINGLE,5914,9945,8,Y,0,16,3,4,80,0,16,3,4,13,11,3,7
33,no,rare,147,research & development,4,4,med,1,,3,F,47,2,1,Research Scientist,2,Married,2622,13248,6,Y,NO,21,4,4,80,0,7,3,3,3,2,1,1
37,0,travel_frequently,663,Research & Development,11,3,other,1,306,2,Male,47,3,3,Research Director,4,Divorced,12185,10056,1,Y,Yes,14,3,3,80,3,10,1,3,10,8,0?,7
38,0,Travel_Rarely,119,Sales,3,3,LS,1,307,1,m,76,3,3,Sales Executive,3,divorced,10609,9647,0,Y,No,12,3,3,80,2,17,6,2,16,10,5?,13
31,NO,nil,979,R&D,1,4,MEDICAL,1,308,3,Male,90,,2,MANUFACTURING DIRECTOR,3,MARRIED,4345,4381,0,Y,No,12,3,4,80,1,6,2,3,5,4?,1,4
59,no,rare,142,r&d,3,3,LS,1,309,3,,70,2,1,Research Scientist,4,Married,2177,8456,3,Y,0,17?,3,1,80,1,7,6,3,1,0,0,0
37,No,TRAVEL_FREQUENTLY,319,,4,4,Marketing,1,311,1?,m,41,3,1,sales representative,4,Divorced,2793,2539,4,Y,0,17,3,3,80,1,13,2,3,9,8,5,8
29,no,TRAVEL_FREQUENTLY,1413,sale,1,1,med,1,312,2,FEMALE,42,3,3,Sales Executive,4,Married,7918,6599,1,Y,No,14,3,4,80,1,11,5,3,,10,4,1
35,NO,Travel_Frequently,944,Sales,1,3,Marketing,1,314,3_,F,92,3,3,sales exe,3,single,8789,9096_,1,Y,NO,14,3,1,80,0,10,3,4,,7,0,8
29,1,rare,896,Research & Development,18,,Medical,1,315,3,MALE,86,2,1,RESEARCH SCIENTIST,4,single,2389,14961,1,Y,Yes,13,3,3,80,0,4,3,2,4,3,0,1
52,0,rare,1323,,2,3,Life Sciences,1,316,3,Female,89,2,1,LABORATORY TECHNICIAN,4,SINGLE,3212,3300,7,Y,0,15_,,2,80,0,6,3,2,2,2,2,
42,NO,travel_rarely,532,Research & Development,4,2,TD,1,319,3,m,58,3,5,Manager,4,MARRIED,19232,4933,1,Y,0,11,3,4,80,0,22,3,3,22,,11,15
59,0,travel_rarely,818,hr,6,2,MED,1,321,2,MALE,52,3,1,human resources,3,Married,2267,25657,8,Y,0,17,3,4,80,0,7,2,2,2,2,2,2
50,No,travel_rarely,854,sales,1,4,MED,1,323,4,F,68,3,5,manager,4,DIVORCED,19517,24118,3,Y,NO,11,3,3,80,1,32,3,2,7?,0,0,6
,Yes,travel_rarely,813,RESEARCH & DEVELOPMENT,14,3,MEDICAL,1,325,3,Male,58,3,1,LABORATORY TECHNICIAN,4,Married,2436,22149_,5,Y,yes,13,3,3,80,1,8,2,1,5,4,0,4
43,no,Travel_Rarely,1034,SALES,16,3,MARKETING,1,327,4,F,80?,3_,4?,MANAGER,4,Married,16064,7744,5,Y,Yes,,4,3,80,1,22,3,3,17,13,1,9
33,Yes,travel_rarely,465,R&D,2,2,Life Sciences,1,328,1,f,39,3,1,laboratory technician,1,Married,2707,21509,7,Y,no,20,4,1,80,0_,13,3,4,,7,1,7
52,No,nil,771,Sales,2,4,LS,1,329,1,m,79,2,5,,3,SINGLE,19068,21030,1,Y,1,18,3,4,80,0,33,2,4,33,7,15,12
32,NO,rare,1401,sales,4,2,ls,1,330,3,f,56,3,1,,2,Married,3931,20990,2,Y,NO,11,3,1,80,1,6,5,3,4,3,1,2
32,yes,Travel_Rarely,515,R&D,1,3,life sciences,1,331,4,MALE,62,,1,lab technician,3,single,3730,9571,0,Y,1,14,3,4,80,0,4,2,1,3,2,1,2
39,No,TRAVEL_RARELY,1431,r&d,1,4,MEDICAL,1,332,3,F,96,3,1,Lab Technician,3,Divorced,2232,15417,7,,no,14,3,3,80,3,7,1,3,3,2,1,2
32,0,non-travel,976,SALES,26,4,MARKETING,1,333,3,Male,100,3,2,SALES EXECUTIVE,4,married,4465,12069,0,Y,NO,18,3,1,80,0,4,2,3,3,2,2,2
41,0,rare,1411,R&D,19,2,Life Sciences,1,334,3,Male,36,3,2,research scientist,1,DIVORCED,3072,19877,2,Y,0,16,3,1,80,2,17,2,2,1,0,0,0
40,No,Travel_Rarely,1300,r&d,24,2,td,1,335,1,MALE,62,3,2,Research scientist,4,DIVORCED,3319,24447,1,Y,no,17,3,1,80,2,9,3,3,9,8,4,7
45,No,TRAVEL_RARELY,252,r&d,1,3,OTHER,1,336,3,M,70,4?,5,manager,4,married,19202,15970,0,Y,No,11,3,3,80,1,25,2,3,24,0,1,7
31,no,frequent,1327,r&d,3,4,med,1,337,2,M,73,3,3,Research Director,3,divorced,13675,13523,9,Y,No,12,3,1,80,1,9,3,3,2,2,,2
33,NO,travel_rarely,832,R&D,5,4,Life Sciences,1,338,,F,63,2,1,Research Scientist,4,MARRIED,2911,14776,1,Y,NO,13,3,3,80,1,2,2,2,2,2,0_,2
34,NO,Travel_Rarely,470,R&D,2,4,life sciences,1,339,4,MALE,84,2,,manufacturing director,1,married,5957,23687,6,Y,No,,3,2,80,1,13,3,3,11,9,5,9
37,NO,travel_rarely,1017,Research & Development,1,2,MEDICAL,1,340,3,f,83,2,,research scientist,1,married,3920,18697,2,Y,NO,14,3,1,80,1,,2,2,3,1,0,2
45,No,TRAVEL_FREQUENTLY,1199,RESEARCH & DEVELOPMENT,7,4,Life Sciences,1,341,1,MALE,77?,4,2,MANUFACTURING DIRECTOR,3,married,6434,5118,4,Y,No,17,3,4,80,1,9,1,3,3,2,,2
37,yes,Travel_Frequently,504,r&d,10,3,MEDICAL,1,342,1,m,61,3,3,Manufacturing Director,3,,10048,22573,6,Y,NO,11,3,2,80,2,17,5,3,1,0,0,0
39,no,Travel_Frequently,505,research & development,2,4,td,1,343,3,Female,64,3,3,Healthcare Representative,3,single,10938,6420,0,Y,NO,25,4,,80,0,20,1,3,19,6,11,
29,NO,rare,665,R&D,15,3,life sciences,1,346,3,m,60,3,1,RESEARCH SCIENTIST,4,SINGLE,2340,22673,1,Y,0,19,3,1,80,0,6,1,3,6,5,1,5
42,No,TRAVEL_RARELY,916,R&D,17,2,ls,1,347,4,FEMALE,82,4,2_,Research Scientist,1,SINGLE,6545,23016,,Y,1,13,3,3,80,0,10,1,3,3,2,0,2
29,no,TRAVEL_RARELY,1247,Sale,20,2,MARKETING,1,349,4,M,45,3,2,sales exe,4,Divorced,6931,10732,2,Y,No,14,3,4,80,1,10,2,3,3,2,0,2
25,0,Travel_Rarely,685,Research & Development,1,3,life sciences,1,350,1,,62,3,2,MANUFACTURING DIRECTOR,3,married,4898,7505,0,Y,No,12,3,4,80,2,5,3,3,4,2,1,2
42,NO,rare,269,research & development,2,3,medical,1,351,4,Female,56,2,1,Laboratory Technician,1,divorced,2593,8007,0,Y,yes,11,3,3,80,1,10,4,3,9,6,7,8
40,NO,rare,1416,R&D,2,2,MEDICAL,1,352,1,Male,,3,5,Research Director,3,Divorced,19436,5949,0?,Y,no,19,3,4,80,1,22,5,3,21,7,3,9
51,NO,,833,R&D,1,3,LIFE SCIENCES,1,353,3,m,96,3,1,research scientist,4,Married,2723,23231,1,Y,No,,3,2,80,0,1,0,2,1,0,0,0
31,yes,travel_frequently,307,R&D,29,2,Medical,1,355,3,m,71,2,1,LABORATORY TECHNICIAN,2,single,3479,11652,0,Y,NO,11,3,2,80,0,6,2,4,5,4,1,4
,0,Travel_Frequently,1311,R&D,7,3,LS,1,359,2,M,100,4,1,laboratory technician,2,MARRIED,2794,26062,1,Y,NO,20,4,3,80,0,5,3,1,5,1,0,3
38,,nil,1327,sale,2,2,Life Sciences,1,361,4,MALE,39,2,2,SALES EXECUTIVE,4,married,5249?,19682,3,Y,0,18,3,4,80,1,13,0,3,8,7,7,5
32,NO,travel_rarely,128,R&D,2,1,td,1,362,4,M,84,2,2,laboratory technician,1,SINGLE,2176,19737,4,Y,No,13,3,4,80,,9,5,3,6,2,0,4
46,No,Travel_Rarely,488,Sale,2,3,TECHNICAL DEGREE,1,363,3,FEMALE,75,1,4,MANAGER,2,married,16872,14977,3,Y,yes,12,3,2,80,1,28,2,2,7,7,7,7
28,1,TRAVEL_RARELY,529,R&D,2,4,Life Sciences,1,364,1,Male,79,3,1,lab technician,3,Single,3485,14935,2,Y,0,11,3,3,80,0,5,5,1_,0,0,0,0
29,no,rare,1210,sale,2,3,MEDICAL,1,366,1,MALE,78,2,2,sales executive,2,Married,6644,3687,2,Y,No,19,3,2,80,2,10,2,3,0,0,0,0
31,No,Travel_Rarely,1463,r&d,23,3,med,1,367,2,MALE,64,2,2,healthcare rep,4,married,5582,14408,0,Y,no,21,4,2,80,1,10,2,3,9,0,7,8
25,no,nil,675,Research & Development,5?,2,ls,1,369,2,,85,4,2,HEALTHCARE REPRESENTATIVE,1,divorced,4000,18384,1,Y,no,12,3,4,80,2,6,2,3,6,3,1,5
45,No,rare,1385,Research & Development,20,2,MEDICAL,1,372,3,M,79,3_,4,healthcare representative,4,Married,13496,7501,0,Y,1,14,3,2,80,0,21,2,3,20,7_,,10
36,NO,rare,1403,RESEARCH & DEVELOPMENT,6,3,life sciences,1,373,4,Male,47,3,1,laboratory technician,4,married,3210,20251,0,Y,0,11,3,3,80,1,16,4,3,15,13,10,11
55,No,TRAVEL_RARELY,452,RESEARCH & DEVELOPMENT,1,3,medical,1,374,4,,81,3,5,Manager,1,single,19045,18938,0,Y,YES,14,3,3,80,0,37,2,3,36,10,4,13
47,Yes,non-travel,666,RESEARCH & DEVELOPMENT,29,4,LIFE SCIENCES,1,376,1,MALE,88,3,3,manager,2,MARRIED,11849,10268,1,Y,YES,12,3,4,80,1,10,2,2,10,7,9,9
28,no,rare,1158,Research & Development,9,3,Medical,1,377,4,Male,94,3,1,RESEARCH SCIENTIST,4,MARRIED,2070,2613,1,Y,NO,23,4,4,80,1,5,3,2,5,2,0,4
37,no,Travel_Rarely,228,SALES,6,4,med,1,378,3,m,98,3,2,Sales Exe,4,MARRIED,6502,22825,4,Y,no,14,3,2,80,1,7,5,4,5,4_,0,1
21,no,rare,996,,3,2,Medical,1,379,4,M,100,2,1,,3,Single,3230,10531,1,Y,NO,17,3,1,80,0,3,4,4,3,2,1,0
37,no,nil,728,r&d,1,4,med,1,380,1,FEMALE,80,3,3,research director,4,DIVORCED,13603,11677,2,Y,YES,18,3,1,,2,15,2,3,5,2,0,
35,No,travel_rarely,1315,RESEARCH & DEVELOPMENT,22,3,LIFE SCIENCES,1,381,2,f,71,4,3,manager,2,Divorced,11996,19100,7,Y,NO,18,3,2,80,1,10,6,2,7,7,6,2
38,No,rare,322,Sales,7,2,medical,1,382,1,Female,44,4,2,Sales Exe,1,Divorced,5605,19191,1,Y,1,24,4,3,80,1,8,3,3,8,0,7,7
26,No,frequent,1479,R&D,1,3,Life Sciences,1,384,3,f,84,3,2,MANUFACTURING DIRECTOR,2,DIVORCED,6397,26767,1,Y,no,20,4,1,80,1,6,6,1,6,5,1,4
50,0,rare,797,R&D,4,1,LIFE SCIENCES,1,385,1,Male,96,3,5,Research Director,2,divorced,19144,15815,3,Y,0,14,3,1,80,2,28,4,2,10,4,1,6
53,NO,Travel_Rarely,1070,RESEARCH & DEVELOPMENT,3,4,med,1,386,3,MALE,45,3,4,Research Director,3,MARRIED,17584,21016,3,Y,Yes,16,3,4,80,3,21,5,2,5,3,1,3
42,No,Travel_Rarely,635,sale,1,1,life sciences,1,387,2,m,99,3,2,Sales Executive,3,Married,4907,24532,1,Y,No,25,4,3,80,0,20,3,3,20,16,11,6
29,No,frequent,442,sale,2,2,life sciences,1,388,2,m,44,3,2,sales exe,4,SINGLE,4554,20260,1,Y,no,18,3,1,80,0,10,3,2,10,7,0,9
55,No,Travel_Rarely,147,Research & Development,20,2,technical degree,1,389,2,M,37,3,2,lab technician,4,married,5415,15972,3,Y,Yes,19,3,4,80,1,12,4,3,10,7,0,8
26,No,TRAVEL_FREQUENTLY,496,Research & Development,11,2,medical,1,390,1,MALE,60,3,2,Healthcare Rep,1,married,4741,22722,1,Y,yes,13,3,3,80,1,5,3,3,5,3,3,3
